employee_id,name,nationality,department,job_title,salary,age,years_of_experience,performance_score,manager_rating,attrition,join_date
3748,Glenn Smith,Bangladeshi,HR,Recruiter,34896.72,54,1,2.61,4.9,1,2024-10-09
3749,Christopher Sutton Jr.,Egyptian,Finance,Finance Manager,16690.43,56,1,1.38,4.2,1,2024-10-17
3750,Holly Wolfe,Egyptian,HR,HR Officer,8048.17,24,22,1.52,3.0,1,2003-05-28
3751,Nicholas Haynes,Jordanian,Logistics,Supply Chain Analyst,15850.27,30,3,3.07,4.89,1,2022-06-29
3752,Michelle Combs,American,Logistics,Logistics Coordinator,20113.65,34,15,1.73,1.26,0,2010-08-02
3753,Daniel Mays,Filipino,Operations,Coordinator,9080.62,23,22,2.12,3.58,0,2004-01-14
3754,Kevin Griffith,Egyptian,Operations,Operations Manager,13330.45,28,10,1.17,2.44,0,2016-05-10
3755,Scott Salazar,American,Finance,Finance Manager,8443.52,40,3,1.44,1.49,1,2022-11-30
3756,Lawrence Tran,British,IT,IT Manager,38550.82,31,2,3.74,1.51,1,2023-11-18
3757,Kyle Price,Jordanian,IT,IT Manager,12488.54,46,22,4.18,1.31,0,2003-07-21
3758,Juan Andrews,Jordanian,Logistics,Supply Chain Analyst,16804.34,52,15,3.94,4.67,0,2011-01-31
3759,Allen Gardner,Lebanese,Customer Service,CS Supervisor,6146.85,35,22,3.43,1.34,0,2004-01-30
3760,Carla Johnson,Bangladeshi,IT,Data Analyst,20387.13,52,2,1.9,2.1,1,2024-01-10
3761,William Rodriguez,Egyptian,Logistics,Logistics Coordinator,26446.64,27,14,3.58,4.16,0,2012-01-28
3762,Joshua Carrillo,Emirati,Logistics,Logistics Coordinator,25774.22,23,18,2.99,4.9,0,2007-12-15
3763,Julie Baker,Jordanian,HR,Recruiter,31538.44,42,12,3.04,3.48,0,2014-03-28
3764,Matthew Thompson,Filipino,Operations,Operations Analyst,15391.14,30,22,1.13,4.6,0,2003-07-21
3765,Maria Ramsey,Bangladeshi,Management,VP,44123.79,58,6,2.26,1.12,0,2019-08-29
3766,Amy Greene,Filipino,Customer Service,CS Supervisor,7104.09,25,1,3.96,4.85,1,2024-11-18
3767,Devin Gardner,Bangladeshi,Logistics,Logistics Coordinator,12140.31,25,22,3.75,2.39,0,2003-11-27
3768,Christopher Spencer,British,Marketing,Brand Manager,14907.64,24,9,2.8,4.76,0,2016-07-21
3769,Courtney Sawyer,Pakistani,Customer Service,CS Representative,19515.29,55,23,3.15,4.21,0,2003-03-01
3770,Bryan Pearson,Egyptian,Finance,CFO,9431.87,30,24,3.72,1.04,1,2001-07-12
3771,Lisa Rush,Jordanian,HR,HR Officer,28904.15,40,4,2.61,3.75,0,2021-09-10
3772,Russell Goodman,American,Sales,Sales Executive,38106.16,23,4,4.81,4.94,0,2021-10-22
3773,Nicole Bishop,American,Logistics,Logistics Coordinator,11656.47,39,14,1.6,2.73,0,2011-12-20
3774,Nicholas Randall,American,Sales,Sales Manager,25104.26,52,19,1.33,4.22,0,2006-09-08
3775,Vincent Castro,Filipino,Finance,Financial Analyst,16960.94,42,8,2.85,1.19,1,2017-12-21
3776,Daniel Martinez,American,Customer Service,CS Manager,7019.06,46,8,3.64,4.09,0,2017-07-10
3777,Brandon Mcdaniel,Jordanian,Sales,Sales Executive,33772.42,25,20,4.02,3.56,1,2006-01-27
3778,Meredith Gibson,Pakistani,Customer Service,CS Supervisor,14364.91,54,15,4.73,3.29,0,2010-08-02
3779,Katherine Coleman,Indian,Customer Service,CS Manager,9237.65,55,1,1.48,4.72,0,2025-04-18
3780,John Robbins,British,Legal,Compliance Manager,53991.85,37,25,1.54,1.33,1,2000-11-23
3781,Phillip Greene,Emirati,HR,HR Officer,29039.96,32,17,2.85,3.38,0,2008-09-21
3782,Daniel Davis,American,Operations,Operations Manager,11808.79,51,9,2.08,3.92,1,2016-11-06
3783,Darren Mendoza,Filipino,Finance,Financial Analyst,20232.34,46,23,1.55,1.37,0,2003-03-06
3784,Kevin Fuller,Pakistani,HR,HR Officer,14219.37,26,11,1.45,4.34,0,2014-06-28
3785,Erin Walters,Bangladeshi,Legal,Legal Officer,31996.01,37,1,3.95,3.6,0,2025-05-02
3786,Timothy King,Filipino,IT,Data Analyst,49088.6,41,3,2.06,3.59,0,2022-10-07
3787,Micheal Moreno,Indian,Operations,Coordinator,12372.34,30,18,2.26,2.7,1,2007-10-26
3788,Amanda George,Indian,Marketing,Digital Marketer,28404.53,58,22,3.86,2.24,0,2003-10-25
3789,Cody Burns,British,Sales,Account Manager,17381.26,50,11,4.05,4.99,0,2015-03-04
3790,Devin Arellano,Egyptian,IT,Software Engineer,35287.38,45,24,1.24,1.43,0,2001-07-31
3791,Anthony Mckee,Emirati,IT,IT Support,14476.22,44,7,3.22,3.37,0,2018-09-01
3792,Craig Becker,Emirati,Marketing,Brand Manager,11799.06,55,21,1.12,1.11,0,2004-12-13
3793,Steven Smith,Pakistani,Logistics,Supply Chain Analyst,18890.0,50,3,4.23,2.44,0,2022-12-20
3794,Adam Hernandez,Lebanese,IT,IT Manager,37853.51,52,9,2.97,2.93,0,2016-12-31
3795,Natalie Jackson,British,Sales,Account Manager,15094.31,41,19,2.71,4.23,1,2007-05-19
3796,David Ferguson,American,Logistics,Supply Chain Analyst,26326.43,46,17,2.19,2.74,0,2008-06-13
3797,Philip Miller,Egyptian,Marketing,Digital Marketer,20911.49,59,7,1.91,4.54,0,2018-11-21
3798,Jordan Miles,Pakistani,Legal,Compliance Manager,36226.43,30,1,1.49,4.54,1,2024-09-21
3799,Robin Conley,Lebanese,Sales,Sales Executive,31127.59,60,12,2.74,1.37,0,2013-08-01
3800,Nancy Frost,Bangladeshi,IT,Software Engineer,39470.1,51,21,1.12,3.25,0,2005-03-15
3801,Michael Allen,Filipino,Customer Service,CS Manager,8019.38,47,10,4.1,1.87,1,2015-06-23
3802,Jennifer Castaneda,American,Management,Director,31024.14,60,10,3.03,3.12,0,2016-03-02
3803,Alan Myers,Lebanese,IT,IT Manager,46910.53,49,22,1.36,4.4,0,2004-01-09
3804,Amy Walker,Bangladeshi,Sales,Sales Manager,37573.05,41,11,3.42,3.99,0,2014-07-06
3805,Kelly Ramos,Pakistani,Logistics,Supply Chain Analyst,9812.62,34,4,3.9,2.97,0,2021-06-05
3806,Walter Walls,Lebanese,HR,HR Manager,13400.29,31,17,4.73,2.12,1,2009-02-02
3807,Tammie Morris,Emirati,Legal,Legal Counsel,51140.18,52,22,2.55,2.85,0,2004-01-06
3808,Jennifer Alexander,British,Sales,Sales Executive,16179.44,46,2,2.35,2.47,1,2023-08-10
3809,Richard Russell,Jordanian,Logistics,Warehouse Manager,27054.04,23,3,2.4,4.75,0,2023-03-13
3810,Terry Rivera,Pakistani,Management,VP,17460.97,40,6,3.72,2.35,1,2019-08-24
3811,Susan Carpenter,Filipino,Legal,Legal Officer,31668.36,39,16,1.73,3.5,0,2010-01-07
3812,Angela Wang,Lebanese,Customer Service,CS Representative,15971.13,30,7,3.86,3.08,0,2018-10-18
3813,Jeffrey Ball,Indian,HR,Recruiter,10351.42,22,12,1.55,1.01,1,2014-02-26
3814,Beverly Hawkins,Bangladeshi,Operations,Operations Analyst,21039.37,55,21,2.54,4.51,0,2004-11-09
3815,Taylor Gonzalez,Emirati,Customer Service,CS Manager,10417.88,44,3,2.91,1.45,1,2023-02-16
3816,Robert Anderson,Emirati,Management,VP,27645.45,57,18,2.81,1.12,0,2007-11-19
3817,Adam Myers,Lebanese,Management,VP,69684.28,51,7,2.8,4.32,0,2019-03-15
3818,Mrs. Angela Torres DDS,American,Operations,Coordinator,28592.2,41,9,3.07,1.21,0,2017-02-28
3819,Lisa Diaz,Lebanese,Marketing,Marketing Executive,24889.23,23,20,3.1,2.65,0,2006-05-23
3820,Thomas Garrett,Jordanian,Customer Service,CS Manager,7592.32,57,5,3.62,2.91,0,2021-03-18
3821,Connor Anderson,Pakistani,Sales,Sales Executive,12939.59,60,12,4.98,3.8,0,2014-05-02
3822,Tony Henry,American,Operations,Coordinator,25508.63,55,3,3.89,4.78,1,2022-11-16
3823,Melvin Torres,Emirati,Finance,Finance Manager,14191.95,22,7,4.28,3.2,0,2018-10-10
3824,James Murray,Emirati,HR,HR Officer,16414.17,32,15,4.82,3.94,1,2011-01-29
3825,Nathan James,Bangladeshi,Customer Service,CS Supervisor,14379.1,49,17,2.97,2.4,0,2008-09-16
3826,Jason Brown,Emirati,Logistics,Supply Chain Analyst,26888.85,22,11,3.35,3.3,1,2014-12-01
3827,Jose Boyd,American,Management,General Manager,26438.41,37,15,2.56,3.49,0,2011-03-18
3828,Margaret Harris,Emirati,Logistics,Supply Chain Analyst,27019.57,28,14,3.16,1.5,0,2012-03-14
3829,Tammy Warren,Pakistani,Operations,Operations Analyst,19282.62,42,21,4.65,3.73,0,2004-10-30
3830,Brianna Smith,Egyptian,Customer Service,CS Representative,8911.85,34,13,4.72,3.42,1,2012-08-01
3831,Alyssa Jensen,Jordanian,Legal,Legal Counsel,43847.06,46,23,2.8,4.87,0,2002-06-11
3832,Rebecca Pollard,Emirati,Legal,Compliance Manager,32983.44,45,19,3.13,2.79,0,2007-04-09
3833,Mary Soto,Lebanese,Legal,Compliance Manager,38849.79,49,15,2.16,1.37,0,2011-01-22
3834,Jennifer Jones,Lebanese,Logistics,Logistics Coordinator,25640.89,35,20,2.82,1.21,0,2006-01-01
3835,Tracie Leach,Filipino,HR,HR Director,27734.98,44,14,3.7,3.39,0,2012-01-10
3836,Jeffrey Davis,Bangladeshi,Logistics,Logistics Coordinator,11948.96,22,1,2.17,2.93,0,2024-10-31
3837,Brian Brown,Pakistani,Logistics,Logistics Coordinator,14211.94,59,15,1.71,2.73,0,2010-07-25
3838,Nathaniel Parker,Indian,Operations,Operations Analyst,29256.67,32,22,2.88,1.83,0,2003-09-12
3839,Kevin Castro,Jordanian,Marketing,Brand Manager,31948.72,33,13,4.96,1.62,1,2013-05-08
3840,Richard Doyle,Egyptian,Customer Service,CS Representative,12589.21,58,22,2.4,3.35,0,2004-03-12
3841,Jordan Gonzales,Bangladeshi,Marketing,Brand Manager,17874.08,23,25,1.03,3.16,0,2001-05-24
3842,Julia Shannon,Indian,Logistics,Logistics Coordinator,14959.82,60,7,1.18,4.81,1,2019-01-03
3843,Thomas Nichols PhD,Egyptian,Legal,Legal Counsel,39440.62,30,11,3.35,2.29,0,2014-08-20
3844,William Hicks,British,Management,Team Lead,71273.29,50,15,4.27,1.11,0,2011-04-30
3845,Denise Martinez,Emirati,Finance,Financial Analyst,18077.16,46,16,1.4,2.11,1,2009-10-07
3846,Amy Young,Jordanian,Sales,Sales Manager,26511.35,53,24,4.97,4.57,0,2001-11-07
3847,Lauren Estrada,Indian,HR,Recruiter,27389.85,46,22,1.95,4.64,0,2004-02-18
3848,Shawn Johnson,Jordanian,Customer Service,CS Supervisor,12346.89,41,23,4.33,3.96,0,2002-11-14
3849,Melissa Allen,Pakistani,Legal,Compliance Manager,33558.54,40,4,4.04,3.9,0,2021-12-30
3850,Melissa Bautista,American,Logistics,Logistics Coordinator,25412.33,26,12,2.0,3.9,0,2013-09-07
3851,William Miller,Filipino,Legal,Legal Counsel,41896.09,58,7,1.69,3.53,1,2018-05-20
3852,Joshua Booker,Indian,Management,General Manager,73308.48,32,17,1.49,3.25,1,2008-09-28
3853,Angela Higgins,British,IT,IT Manager,37537.64,40,22,3.87,4.79,0,2003-11-26
3854,Jenny Hayes,British,Customer Service,CS Representative,10450.68,39,3,1.44,4.8,0,2022-11-06
3855,Samantha Guerra,Egyptian,Sales,Sales Manager,20783.76,59,11,4.35,3.31,0,2014-10-28
3856,Katherine Smith,British,Customer Service,CS Supervisor,11010.07,50,21,4.01,2.6,0,2004-09-23
3857,Sean Thompson,Bangladeshi,Legal,Legal Counsel,31629.61,47,9,1.19,2.41,1,2016-06-11
3858,Sharon Huang,Emirati,IT,Data Analyst,26867.4,43,19,4.52,4.71,1,2006-11-18
3859,Ronald Elliott,American,Management,Director,49923.61,53,20,3.12,3.37,0,2006-03-11
3860,Jennifer Manning,Emirati,Sales,Sales Manager,16103.84,32,24,1.02,1.31,0,2001-11-20
3861,April Evans,Egyptian,Management,Team Lead,53669.27,56,6,2.87,3.72,0,2019-10-11
3862,Jennifer Cantu,Emirati,Finance,Accountant,37615.04,30,13,2.22,4.44,0,2012-07-26
3863,James Bell,Filipino,IT,IT Support,19534.67,25,3,1.78,3.18,1,2022-08-02
3864,Bonnie Davis,Bangladeshi,Finance,Finance Manager,12014.29,29,3,4.2,3.03,0,2022-10-26
3865,Melanie Berry,Pakistani,Logistics,Warehouse Manager,13114.43,55,18,2.99,2.49,0,2007-11-22
3866,Rachel Parrish,American,Legal,Legal Counsel,25462.13,39,4,1.77,3.43,0,2021-11-23
3867,James Ortiz,American,Logistics,Warehouse Manager,12982.39,50,7,4.83,4.52,0,2018-09-06
3868,Javier Edwards,Filipino,HR,HR Manager,13763.01,44,22,4.88,4.82,0,2003-10-15
3869,Jeremy Miller,Indian,Logistics,Supply Chain Analyst,23723.51,44,23,3.84,3.98,0,2003-01-16
3870,Jennifer Carroll,Indian,Logistics,Warehouse Manager,13194.46,46,5,4.62,3.77,0,2020-07-25
3871,Michelle Nguyen,Pakistani,Legal,Legal Counsel,21868.16,49,5,4.74,2.23,0,2020-05-24
3872,Connie Harris,American,Operations,Coordinator,25240.98,56,13,2.14,2.73,0,2013-03-23
3873,Cynthia Johnston,Emirati,Customer Service,CS Representative,11511.61,58,7,3.91,3.42,0,2019-04-04
3874,Christopher Nolan,Pakistani,Customer Service,CS Representative,14100.76,25,3,3.72,4.99,0,2022-06-07
3875,Jill Livingston,Indian,Operations,Coordinator,28922.58,51,18,1.64,4.66,1,2007-11-17
3876,Kenneth Jones,British,Finance,Accountant,18138.6,44,21,3.92,2.53,0,2005-01-05
3877,Paul Stewart,Filipino,IT,Data Analyst,12847.87,43,2,2.7,1.87,0,2023-07-15
3878,John Williams,Jordanian,Finance,Financial Analyst,13759.38,34,17,3.93,2.53,1,2008-06-12
3879,Anne Dean,Egyptian,Sales,Sales Executive,14755.58,53,1,2.26,4.78,0,2024-08-22
3880,Joy Tucker,American,Sales,Sales Manager,9022.51,40,6,3.12,1.76,0,2020-04-24
3881,Ronald Allen,Emirati,Marketing,Digital Marketer,28279.07,60,1,1.85,4.47,0,2024-08-28
3882,Shane Hill,Indian,Management,Team Lead,66429.12,23,20,1.56,2.08,1,2006-02-09
3883,Mary Decker,Filipino,Management,General Manager,45423.72,28,1,3.68,1.7,0,2024-05-24
3884,Lisa Willis,Indian,Customer Service,CS Supervisor,14444.0,36,16,2.96,2.42,0,2009-10-31
3885,Mr. Michael Arnold,American,IT,Software Engineer,23635.68,36,15,2.35,2.24,0,2010-12-26
3886,Jeremy Henson,Pakistani,IT,Data Analyst,25657.75,28,13,2.36,3.73,0,2012-07-30
3887,Melissa Johnson,Filipino,IT,Data Analyst,38019.91,30,15,4.85,2.38,0,2011-04-02
3888,Victoria Roman,Lebanese,Operations,Coordinator,11989.46,25,21,2.75,2.89,0,2004-08-20
3889,Christopher Cross,Indian,Marketing,Marketing Executive,12066.2,40,17,4.25,2.89,1,2008-08-06
3890,Stephanie Huff,American,Management,Director,71195.75,36,20,2.8,1.45,0,2006-03-09
3891,Michelle Diaz,Pakistani,Management,Team Lead,51878.35,45,8,2.26,3.67,1,2017-12-24
3892,Beverly Rosario,Bangladeshi,HR,HR Officer,33331.55,33,14,4.93,1.13,0,2011-11-03
3893,Sarah Davenport,Egyptian,Finance,Finance Manager,34534.23,38,1,1.76,2.0,1,2025-01-02
3894,Angela Stark,Pakistani,Operations,Coordinator,23969.97,58,6,4.23,2.67,1,2020-03-05
3895,Jamie Adams,Filipino,Finance,Finance Manager,10085.85,31,21,1.66,4.56,1,2004-09-09
3896,Jennifer Perez DDS,American,IT,Software Engineer,29853.11,54,15,4.61,4.68,0,2010-12-10
3897,Cheryl Moreno,Lebanese,Finance,Financial Analyst,41892.07,34,20,3.16,2.49,1,2006-05-01
3898,Patricia Morris,American,Finance,Finance Manager,23650.84,30,22,2.37,3.92,0,2003-09-23
3899,Jay Haynes,Emirati,Sales,Sales Executive,19199.31,48,13,1.48,1.66,0,2012-09-27
3900,Elizabeth Rogers,British,Sales,Account Manager,33513.04,35,9,1.88,3.85,0,2016-11-20
3901,Stephen Robertson,Bangladeshi,Sales,Sales Manager,9146.91,40,25,3.99,3.94,1,2000-09-28
3902,Allison Washington,British,Operations,Coordinator,29348.82,26,11,4.27,3.06,1,2014-09-08
3903,Roberto Owen,Emirati,Legal,Legal Officer,41663.6,58,12,2.44,3.32,0,2013-10-23
3904,Kevin Chavez,Jordanian,Operations,Operations Manager,11254.27,42,23,1.61,3.28,1,2003-01-05
3905,Virginia Beck,Bangladeshi,IT,Data Analyst,9356.89,32,3,1.74,4.55,1,2023-01-04
3906,Jesus Wheeler,Emirati,Customer Service,CS Supervisor,14508.46,34,19,2.81,1.52,0,2006-10-24
3907,Theodore Lopez,Emirati,HR,HR Officer,11029.81,49,10,2.23,1.23,0,2015-09-22
3908,Sean Bradley,Bangladeshi,Operations,Coordinator,9726.13,59,16,3.24,1.49,0,2010-02-09
3909,Melissa Taylor,Indian,IT,Data Analyst,45592.17,34,10,3.42,1.66,0,2016-05-04
3910,Mrs. Jennifer Petty DVM,Lebanese,Management,Director,73355.04,57,13,2.04,2.84,0,2012-06-25
3911,Molly Craig,Egyptian,Operations,Operations Manager,7306.45,56,20,2.87,4.74,0,2005-06-21
3912,Jacob Anderson,Egyptian,Legal,Compliance Manager,40916.71,23,15,1.2,4.91,0,2010-12-14
3913,Hayden Carr,Lebanese,Legal,Legal Counsel,26977.86,41,13,3.75,1.89,0,2013-05-19
3914,Jenna Johnson,Jordanian,Sales,Sales Manager,24095.34,54,7,1.64,3.73,0,2019-05-12
3915,Angela Michael,Lebanese,Marketing,Marketing Executive,12061.49,49,19,1.66,2.91,1,2006-11-10
3916,Carol Wiley,British,Operations,Coordinator,9426.08,50,25,3.94,1.64,1,2000-12-20
3917,Allen White,Filipino,Management,Director,25767.05,25,23,3.91,2.08,1,2002-06-14
3918,Jacob Cox,British,Sales,Sales Executive,20734.19,28,14,1.18,1.4,0,2011-07-20
3919,Kimberly Rivas,Jordanian,Logistics,Supply Chain Analyst,27567.05,54,2,2.58,3.01,0,2023-08-26
3920,Angela Harrington,Lebanese,Management,Director,32669.54,38,6,3.42,4.94,0,2020-01-15
3921,Rebecca Morrison,Emirati,HR,HR Manager,33798.14,42,17,2.67,1.35,0,2009-01-03
3922,Jesse Davenport,American,Operations,Operations Manager,19067.12,56,4,1.11,2.58,0,2022-01-02
3923,Michael Wilson,Lebanese,Management,Team Lead,67292.56,35,3,2.98,2.98,0,2023-01-13
3924,Erica Davis,Indian,HR,Recruiter,25856.56,32,25,1.64,4.2,1,2001-02-03
3925,Robert Duncan,Filipino,IT,IT Support,9242.06,31,1,1.96,1.4,1,2025-04-11
3926,Dr. Doris Yoder,Pakistani,Legal,Legal Officer,44193.71,35,21,3.72,2.16,1,2004-08-13
3927,Justin Mendoza,Emirati,IT,Software Engineer,10865.56,37,16,1.49,3.38,1,2010-02-16
3928,Erik Carroll,American,IT,Data Analyst,23255.03,23,20,4.59,4.79,1,2005-10-02
3929,Lisa Rogers,Indian,Legal,Compliance Manager,41386.95,22,19,1.03,1.02,1,2006-07-30
3930,Andrea Smith,Jordanian,Legal,Legal Officer,47930.29,35,11,4.28,1.7,0,2014-12-14
3931,Robert Noble,Bangladeshi,Sales,Sales Manager,32877.21,54,7,4.64,2.92,0,2019-04-13
3932,Jason Sexton,Jordanian,Customer Service,CS Supervisor,11530.45,29,10,1.45,4.91,1,2015-06-02
3933,Nathaniel Murray,Emirati,Finance,Accountant,25857.41,56,5,4.87,4.62,0,2021-04-22
3934,Erin Taylor,Indian,Logistics,Logistics Coordinator,24943.05,56,1,4.73,1.81,0,2024-08-01
3935,Jessica Wallace,Pakistani,Operations,Operations Manager,8718.14,22,6,1.1,4.44,0,2020-01-31
3936,Anthony Gibson,Emirati,HR,HR Manager,13536.22,44,18,1.75,2.8,1,2008-03-08
3937,Thomas Martin MD,Filipino,HR,HR Manager,10127.69,49,8,2.87,2.39,1,2017-08-23
3938,Wesley Gordon,Indian,Legal,Compliance Manager,40583.5,28,16,4.0,1.33,0,2010-03-27
3939,Alexandra Ford,Filipino,Customer Service,CS Manager,13055.26,30,24,4.81,1.03,0,2001-12-05
3940,Sara Martin,Lebanese,Legal,Legal Counsel,43930.56,49,9,2.77,4.12,0,2017-04-30
3941,Lori Patton,Emirati,Sales,Sales Manager,22949.81,43,3,1.83,4.43,1,2022-06-09
3942,Elizabeth Rivas,Bangladeshi,Operations,Operations Manager,20600.02,39,3,4.12,1.24,0,2022-10-02
3943,Lindsay Cooper,Emirati,Finance,Accountant,17599.94,42,17,1.66,2.16,0,2008-10-06
3944,Kathryn Jones,Filipino,Customer Service,CS Representative,8757.55,50,17,3.44,1.2,1,2008-06-21
3945,Samantha Mitchell,Bangladeshi,Customer Service,CS Manager,9089.03,40,13,4.32,2.36,0,2012-12-08
3946,Jeffrey Smith,Filipino,Finance,Accountant,26409.37,32,3,2.77,2.82,0,2022-10-05
3947,Taylor Gonzales,Bangladeshi,Logistics,Logistics Coordinator,18423.57,29,6,4.39,3.19,0,2020-05-14
3948,Kenneth Stone,Jordanian,HR,HR Officer,11414.2,34,25,2.02,2.71,1,2000-11-09
3949,Christopher Mercer,Indian,HR,HR Director,23703.06,45,20,1.12,2.21,0,2006-04-21
3950,Leroy Ford,American,Sales,Account Manager,33465.08,27,16,2.84,3.67,0,2009-11-23
3951,Courtney Johnson,Emirati,Legal,Compliance Manager,35026.78,34,17,3.52,1.36,0,2009-01-12
3952,Richard Bowers,Jordanian,Management,Team Lead,35013.86,41,1,3.17,1.32,1,2024-06-16
3953,Kevin Santiago,British,Management,VP,74404.41,28,2,4.99,4.8,0,2023-11-29
3954,Shawn Martin,Emirati,Legal,Legal Officer,29754.02,26,15,3.34,2.35,0,2010-10-30
3955,Paul Jones,American,Customer Service,CS Representative,13523.66,28,2,2.8,2.23,1,2023-09-14
3956,Mary Miller,Egyptian,IT,IT Manager,36284.71,57,5,1.02,3.82,0,2021-01-22
3957,Nathan Soto,Bangladeshi,Logistics,Warehouse Manager,15689.41,30,6,2.29,1.76,1,2019-07-08
3958,Jessica Smith,Bangladeshi,Management,VP,59831.83,56,21,2.07,3.26,0,2005-01-23
3959,Todd Jones,American,IT,Software Engineer,48249.99,60,15,4.51,1.76,0,2010-11-30
3960,Betty Bautista,British,IT,IT Support,45946.81,23,23,4.58,3.45,0,2002-10-31
3961,Jeremy Davis,Filipino,Management,General Manager,35041.76,46,17,2.14,2.14,1,2008-10-02
3962,Christopher Owens,British,Marketing,Digital Marketer,28246.28,44,24,1.52,1.96,1,2001-08-14
3963,Michael Oconnor,Filipino,Customer Service,CS Supervisor,7490.32,31,13,2.89,2.33,0,2013-01-26
3964,Ariel Lam,Emirati,Finance,Financial Analyst,31338.44,25,13,4.41,2.64,0,2013-01-03
3965,April Maddox DDS,Bangladeshi,Sales,Sales Executive,35958.4,27,23,2.5,3.76,0,2002-06-06
3966,Robert Meyers,American,Legal,Legal Officer,28051.82,55,7,3.23,1.73,1,2018-11-15
3967,Brent Cooper,Egyptian,Sales,Sales Executive,15789.37,45,9,4.2,1.47,0,2016-06-20
3968,Daniel Miller,Egyptian,Sales,Sales Manager,37822.51,27,10,1.31,2.87,1,2015-07-31
3969,James Mendoza,Egyptian,Management,General Manager,46073.33,40,11,1.67,4.25,0,2014-08-22
3970,Elizabeth Kerr,British,Sales,Sales Manager,14842.02,29,13,4.6,1.3,0,2013-03-20
3971,Lindsay Heath,American,Customer Service,CS Representative,14156.76,38,21,3.64,2.15,0,2004-09-09
3972,Kristin Wolfe,Bangladeshi,Sales,Account Manager,31038.52,42,15,1.86,4.63,0,2010-09-11
3973,Kelsey Reid,Indian,Management,General Manager,38408.68,22,4,1.24,2.26,1,2021-11-12
3974,Jeffrey Wong,Jordanian,Sales,Sales Executive,36153.63,33,16,4.67,4.59,1,2009-09-26
3975,Dorothy Gilbert,Egyptian,Sales,Sales Executive,31424.96,26,11,1.1,3.01,1,2014-10-26
3976,Gregory Webb,Indian,Customer Service,CS Supervisor,14599.28,46,18,4.76,2.23,0,2007-07-02
3977,Eric Johnson,British,Legal,Legal Officer,29159.82,59,1,2.56,3.9,0,2024-07-18
3978,Allen Davis,Lebanese,Customer Service,CS Manager,14107.04,31,10,4.2,4.18,0,2015-09-12
3979,Martin Fitzgerald,Lebanese,Finance,Financial Analyst,20512.12,49,13,1.31,4.09,0,2012-11-23
3980,Richard Bailey,Emirati,HR,HR Officer,32210.97,42,4,1.01,3.91,1,2021-10-19
3981,Thomas Lara,Jordanian,Sales,Sales Executive,8739.21,52,25,1.66,4.71,0,2000-10-24
3982,Nathan Tucker,Lebanese,IT,Data Analyst,46945.63,25,4,3.22,4.55,0,2021-05-25
3983,Adam Mitchell,American,IT,Data Analyst,10504.14,51,12,3.47,4.05,0,2013-06-30
3984,Kathleen Smith,British,IT,Software Engineer,47188.84,26,2,2.14,2.11,1,2024-01-08
3985,Benjamin Haney,Bangladeshi,Customer Service,CS Manager,17632.83,32,8,1.99,4.38,0,2018-04-16
3986,Shawn Weaver,Bangladeshi,Marketing,Digital Marketer,21526.93,42,6,3.96,3.83,0,2019-09-29
3987,Angela Wallace,Emirati,Customer Service,CS Supervisor,11552.25,53,23,3.81,3.44,0,2003-01-27
3988,Kayla Green,British,Marketing,Brand Manager,20380.09,52,16,3.64,3.4,0,2010-02-05
3989,Penny Martinez,Jordanian,Legal,Legal Officer,31107.09,28,1,1.16,3.35,0,2024-06-08
3990,Jason Oneill,Emirati,Marketing,Marketing Executive,28612.66,36,1,3.28,4.9,0,2024-10-08
3991,Charlotte Young,Lebanese,Logistics,Supply Chain Analyst,22884.97,48,12,3.48,4.86,0,2014-05-14
3992,Kimberly Walsh,Indian,Operations,Operations Analyst,13374.1,51,12,4.63,2.57,0,2013-12-05
3993,Isaac Carpenter,Egyptian,HR,HR Officer,9480.87,40,2,1.52,1.66,1,2023-12-11
3994,Daniel Adams,Bangladeshi,Logistics,Warehouse Manager,25281.88,30,1,4.42,2.38,0,2024-09-04
3995,Nicholas Hatfield,American,Operations,Coordinator,15726.71,37,11,2.35,4.2,0,2014-09-23
3996,Amber Nichols,Bangladeshi,Management,VP,17474.38,50,11,3.89,2.67,0,2014-11-17
3997,Sherri Garcia,Bangladeshi,Operations,Operations Analyst,27011.6,38,16,3.24,4.0,0,2010-03-04
3998,Michael Taylor,Emirati,IT,Software Engineer,47669.87,57,6,4.32,2.68,0,2019-06-27
3999,Emily Morgan,Lebanese,Customer Service,CS Supervisor,16592.87,32,11,4.41,3.36,0,2015-02-21
4000,Julia Thomas,American,Management,Director,64451.05,49,22,2.31,1.65,0,2003-11-02
4001,Jay Mccoy,Emirati,Management,VP,55076.44,31,19,1.24,1.9,0,2007-01-06
4002,Christian Copeland,Pakistani,Finance,CFO,28730.01,27,2,2.37,3.86,0,2023-12-26
4003,Joseph Nguyen,Filipino,Management,VP,35792.12,42,24,1.89,3.78,0,2001-05-27
4004,Stephanie Osborne,Pakistani,Legal,Legal Officer,21144.6,32,23,3.46,2.67,1,2002-10-14
4005,Mariah Gordon,Indian,Sales,Sales Executive,23867.03,31,2,1.09,4.16,1,2023-10-23
4006,Cameron Shaw,Bangladeshi,Logistics,Warehouse Manager,16959.96,53,20,1.76,1.58,1,2005-11-09
4007,Natalie Johnson,American,Operations,Operations Analyst,11244.29,54,22,1.16,1.41,0,2004-04-20
